Layes_Number,Node_Firest_Layer,Node_Middle_Layer,DropOut,Input_Feature,Antibiotic,Cross_Validation,TN,FP,FN,TP,S.PRC,S.RCL,R.PRC,R.RCL,S.FSc,R.FSc,Accuracy
6,400,150,0.8,GSY,CTZ,CV_1,311,0,62,0,0.833780161,0,1,0,0.909356725,0,0.833780161
6,400,150,0.8,GSY,CTX,CV_1,287,0,75,0,0.79281768,0,1,0,0.884437596,0,0.79281768
6,400,150,0.8,GSY,AMP,CV_1,0,34,0,123,0,0.78343949,0,1,0,0.878571429,0.78343949
6,400,150,0.8,GSY,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,GSY,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GSY,CXM,CV_1,276,0,97,0,0.739946381,0,1,0,0.850539291,0,0.739946381
6,400,150,0.8,GSY,CET,CV_1,0,50,0,107,0,0.681528662,0,1,0,0.810606061,0.681528662
6,400,150,0.8,GSY,GEN,CV_1,320,0,53,0,0.857908847,0,1,0,0.923520924,0,0.857908847
6,400,150,0.8,GSY,TBM,CV_1,107,0,50,0,0.681528662,0,1,0,0.810606061,0,0.681528662
6,400,150,0.8,GSY,TMP,CV_1,93,0,64,0,0.592356688,0,1,0,0.744,0,0.592356688
6,400,150,0.8,GSY,CIP,CV_1,288,0,85,0,0.772117962,0,1,0,0.871406959,0,0.772117962
6,400,150,0.8,GSY,CTZ,CV_2,309,0,68,0,0.819628647,0,1,0,0.900874636,0,0.819628647
6,400,150,0.8,GSY,CTX,CV_2,284,0,81,0,0.778082192,0,1,0,0.875192604,0,0.778082192
6,400,150,0.8,GSY,AMP,CV_2,0,43,0,111,0,0.720779221,0,1,0,0.837735849,0.720779221
6,400,150,0.8,GSY,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,GSY,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,GSY,CXM,CV_2,271,0,106,0,0.718832891,0,1,0,0.836419753,0,0.718832891
6,400,150,0.8,GSY,CET,CV_2,0,58,0,96,0,0.623376623,0,1,0,0.768,0.623376623
6,400,150,0.8,GSY,GEN,CV_2,316,0,61,0,0.838196286,0,1,0,0.911976912,0,0.838196286
6,400,150,0.8,GSY,TBM,CV_2,106,0,48,0,0.688311688,0,1,0,0.815384615,0,0.688311688
6,400,150,0.8,GSY,TMP,CV_2,85,0,69,0,0.551948052,0,1,0,0.711297071,0,0.551948052
6,400,150,0.8,GSY,CIP,CV_2,291,0,86,0,0.771883289,0,1,0,0.871257485,0,0.771883289
6,400,150,0.8,GSY,CTZ,CV_3,299,0,81,0,0.786842105,0,1,0,0.880706922,0,0.786842105
6,400,150,0.8,GSY,CTX,CV_3,275,0,80,0,0.774647887,0,1,0,0.873015873,0,0.774647887
6,400,150,0.8,GSY,AMP,CV_3,0,41,0,117,0,0.740506329,0,1,0,0.850909091,0.740506329
6,400,150,0.8,GSY,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,GSY,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,GSY,CXM,CV_3,262,0,118,0,0.689473684,0,1,0,0.816199377,0,0.689473684
6,400,150,0.8,GSY,CET,CV_3,0,63,0,95,0,0.601265823,0,1,0,0.750988142,0.601265823
6,400,150,0.8,GSY,GEN,CV_3,314,0,66,0,0.826315789,0,1,0,0.904899135,0,0.826315789
6,400,150,0.8,GSY,TBM,CV_3,104,0,54,0,0.658227848,0,1,0,0.79389313,0,0.658227848
6,400,150,0.8,GSY,TMP,CV_3,84,0,74,0,0.53164557,0,1,0,0.694214876,0,0.53164557
6,400,150,0.8,GSY,CIP,CV_3,279,0,101,0,0.734210526,0,1,0,0.846737481,0,0.734210526
6,400,150,0.8,GSY,CTZ,CV_4,310,0,61,0,0.835579515,0,1,0,0.910425844,0,0.835579515
6,400,150,0.8,GSY,CTX,CV_4,286,0,74,0,0.794444444,0,1,0,0.885448916,0,0.794444444
6,400,150,0.8,GSY,AMP,CV_4,0,44,0,117,0,0.726708075,0,1,0,0.841726619,0.726708075
6,400,150,0.8,GSY,AMX,CV_4,0,93,0,125,0,0.573394495,0,1,0,0.728862974,0.573394495
6,400,150,0.8,GSY,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
6,400,150,0.8,GSY,CXM,CV_4,271,0,100,0,0.730458221,0,1,0,0.84423676,0,0.730458221
6,400,150,0.8,GSY,CET,CV_4,0,60,0,101,0,0.627329193,0,1,0,0.770992366,0.627329193
6,400,150,0.8,GSY,GEN,CV_4,312,0,59,0,0.84097035,0,1,0,0.913616398,0,0.84097035
6,400,150,0.8,GSY,TBM,CV_4,111,0,50,0,0.689440994,0,1,0,0.816176471,0,0.689440994
6,400,150,0.8,GSY,TMP,CV_4,18,71,27,45,0.4,0.387931034,0.202247191,0.625,0.268656716,0.478723404,0.391304348
6,400,150,0.8,GSY,CIP,CV_4,279,0,92,0,0.752021563,0,1,0,0.858461538,0,0.752021563
6,400,150,0.8,SY,CTZ,CV_1,311,0,62,0,0.833780161,0,1,0,0.909356725,0,0.833780161
6,400,150,0.8,SY,CTX,CV_1,287,0,75,0,0.79281768,0,1,0,0.884437596,0,0.79281768
6,400,150,0.8,SY,AMP,CV_1,0,34,0,123,0,0.78343949,0,1,0,0.878571429,0.78343949
6,400,150,0.8,SY,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,SY,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,SY,CXM,CV_1,276,0,97,0,0.739946381,0,1,0,0.850539291,0,0.739946381
6,400,150,0.8,SY,CET,CV_1,0,50,0,107,0,0.681528662,0,1,0,0.810606061,0.681528662
6,400,150,0.8,SY,GEN,CV_1,320,0,53,0,0.857908847,0,1,0,0.923520924,0,0.857908847
6,400,150,0.8,SY,TBM,CV_1,107,0,50,0,0.681528662,0,1,0,0.810606061,0,0.681528662
6,400,150,0.8,SY,TMP,CV_1,93,0,64,0,0.592356688,0,1,0,0.744,0,0.592356688
6,400,150,0.8,SY,CIP,CV_1,288,0,85,0,0.772117962,0,1,0,0.871406959,0,0.772117962
6,400,150,0.8,SY,CTZ,CV_2,309,0,68,0,0.819628647,0,1,0,0.900874636,0,0.819628647
6,400,150,0.8,SY,CTX,CV_2,284,0,81,0,0.778082192,0,1,0,0.875192604,0,0.778082192
6,400,150,0.8,SY,AMP,CV_2,0,43,0,111,0,0.720779221,0,1,0,0.837735849,0.720779221
6,400,150,0.8,SY,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,SY,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,SY,CXM,CV_2,271,0,106,0,0.718832891,0,1,0,0.836419753,0,0.718832891
6,400,150,0.8,SY,CET,CV_2,0,58,0,96,0,0.623376623,0,1,0,0.768,0.623376623
6,400,150,0.8,SY,GEN,CV_2,316,0,61,0,0.838196286,0,1,0,0.911976912,0,0.838196286
6,400,150,0.8,SY,TBM,CV_2,106,0,48,0,0.688311688,0,1,0,0.815384615,0,0.688311688
6,400,150,0.8,SY,TMP,CV_2,85,0,69,0,0.551948052,0,1,0,0.711297071,0,0.551948052
6,400,150,0.8,SY,CIP,CV_2,291,0,86,0,0.771883289,0,1,0,0.871257485,0,0.771883289
6,400,150,0.8,SY,CTZ,CV_3,299,0,81,0,0.786842105,0,1,0,0.880706922,0,0.786842105
6,400,150,0.8,SY,CTX,CV_3,275,0,80,0,0.774647887,0,1,0,0.873015873,0,0.774647887
6,400,150,0.8,SY,AMP,CV_3,0,41,0,117,0,0.740506329,0,1,0,0.850909091,0.740506329
6,400,150,0.8,SY,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,SY,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,SY,CXM,CV_3,262,0,118,0,0.689473684,0,1,0,0.816199377,0,0.689473684
6,400,150,0.8,SY,CET,CV_3,0,63,0,95,0,0.601265823,0,1,0,0.750988142,0.601265823
6,400,150,0.8,SY,GEN,CV_3,314,0,66,0,0.826315789,0,1,0,0.904899135,0,0.826315789
6,400,150,0.8,SY,TBM,CV_3,104,0,54,0,0.658227848,0,1,0,0.79389313,0,0.658227848
6,400,150,0.8,SY,TMP,CV_3,84,0,74,0,0.53164557,0,1,0,0.694214876,0,0.53164557
6,400,150,0.8,SY,CIP,CV_3,279,0,101,0,0.734210526,0,1,0,0.846737481,0,0.734210526
6,400,150,0.8,SY,CTZ,CV_4,310,0,61,0,0.835579515,0,1,0,0.910425844,0,0.835579515
6,400,150,0.8,SY,CTX,CV_4,286,0,74,0,0.794444444,0,1,0,0.885448916,0,0.794444444
6,400,150,0.8,SY,AMP,CV_4,0,44,0,117,0,0.726708075,0,1,0,0.841726619,0.726708075
6,400,150,0.8,SY,AMX,CV_4,0,93,0,125,0,0.573394495,0,1,0,0.728862974,0.573394495
6,400,150,0.8,SY,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
6,400,150,0.8,SY,CXM,CV_4,271,0,100,0,0.730458221,0,1,0,0.84423676,0,0.730458221
6,400,150,0.8,SY,CET,CV_4,0,60,0,101,0,0.627329193,0,1,0,0.770992366,0.627329193
6,400,150,0.8,SY,GEN,CV_4,312,0,59,0,0.84097035,0,1,0,0.913616398,0,0.84097035
6,400,150,0.8,SY,TBM,CV_4,111,0,50,0,0.689440994,0,1,0,0.816176471,0,0.689440994
6,400,150,0.8,SY,TMP,CV_4,89,0,72,0,0.552795031,0,1,0,0.712,0,0.552795031
6,400,150,0.8,SY,CIP,CV_4,279,0,92,0,0.752021563,0,1,0,0.858461538,0,0.752021563
6,400,150,0.8,GY,CTZ,CV_1,311,0,62,0,0.833780161,0,1,0,0.909356725,0,0.833780161
6,400,150,0.8,GY,CTX,CV_1,287,0,75,0,0.79281768,0,1,0,0.884437596,0,0.79281768
6,400,150,0.8,GY,AMP,CV_1,0,34,0,123,0,0.78343949,0,1,0,0.878571429,0.78343949
6,400,150,0.8,GY,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,GY,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GY,CXM,CV_1,276,0,97,0,0.739946381,0,1,0,0.850539291,0,0.739946381
6,400,150,0.8,GY,CET,CV_1,0,50,0,107,0,0.681528662,0,1,0,0.810606061,0.681528662
6,400,150,0.8,GY,GEN,CV_1,320,0,53,0,0.857908847,0,1,0,0.923520924,0,0.857908847
6,400,150,0.8,GY,TBM,CV_1,107,0,50,0,0.681528662,0,1,0,0.810606061,0,0.681528662
6,400,150,0.8,GY,TMP,CV_1,86,7,64,0,0.573333333,0,0.924731183,0,0.70781893,0,0.547770701
6,400,150,0.8,GY,CIP,CV_1,288,0,85,0,0.772117962,0,1,0,0.871406959,0,0.772117962
6,400,150,0.8,GY,CTZ,CV_2,309,0,68,0,0.819628647,0,1,0,0.900874636,0,0.819628647
6,400,150,0.8,GY,CTX,CV_2,284,0,81,0,0.778082192,0,1,0,0.875192604,0,0.778082192
6,400,150,0.8,GY,AMP,CV_2,0,43,0,111,0,0.720779221,0,1,0,0.837735849,0.720779221
6,400,150,0.8,GY,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,GY,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,GY,CXM,CV_2,271,0,106,0,0.718832891,0,1,0,0.836419753,0,0.718832891
6,400,150,0.8,GY,CET,CV_2,0,58,0,96,0,0.623376623,0,1,0,0.768,0.623376623
6,400,150,0.8,GY,GEN,CV_2,316,0,61,0,0.838196286,0,1,0,0.911976912,0,0.838196286
6,400,150,0.8,GY,TBM,CV_2,106,0,48,0,0.688311688,0,1,0,0.815384615,0,0.688311688
6,400,150,0.8,GY,TMP,CV_2,85,0,69,0,0.551948052,0,1,0,0.711297071,0,0.551948052
6,400,150,0.8,GY,CIP,CV_2,291,0,86,0,0.771883289,0,1,0,0.871257485,0,0.771883289
6,400,150,0.8,GY,CTZ,CV_3,299,0,81,0,0.786842105,0,1,0,0.880706922,0,0.786842105
6,400,150,0.8,GY,CTX,CV_3,275,0,80,0,0.774647887,0,1,0,0.873015873,0,0.774647887
6,400,150,0.8,GY,AMP,CV_3,0,41,0,117,0,0.740506329,0,1,0,0.850909091,0.740506329
6,400,150,0.8,GY,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,GY,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,GY,CXM,CV_3,262,0,118,0,0.689473684,0,1,0,0.816199377,0,0.689473684
6,400,150,0.8,GY,CET,CV_3,0,63,0,95,0,0.601265823,0,1,0,0.750988142,0.601265823
6,400,150,0.8,GY,GEN,CV_3,314,0,66,0,0.826315789,0,1,0,0.904899135,0,0.826315789
6,400,150,0.8,GY,TBM,CV_3,104,0,54,0,0.658227848,0,1,0,0.79389313,0,0.658227848
6,400,150,0.8,GY,TMP,CV_3,81,3,72,2,0.529411765,0.4,0.964285714,0.027027027,0.683544304,0.050632911,0.525316456
6,400,150,0.8,GY,CIP,CV_3,279,0,101,0,0.734210526,0,1,0,0.846737481,0,0.734210526
6,400,150,0.8,GY,CTZ,CV_4,310,0,61,0,0.835579515,0,1,0,0.910425844,0,0.835579515
6,400,150,0.8,GY,CTX,CV_4,286,0,74,0,0.794444444,0,1,0,0.885448916,0,0.794444444
6,400,150,0.8,GY,AMP,CV_4,0,44,0,117,0,0.726708075,0,1,0,0.841726619,0.726708075
6,400,150,0.8,GY,AMX,CV_4,0,93,0,125,0,0.573394495,0,1,0,0.728862974,0.573394495
6,400,150,0.8,GY,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
6,400,150,0.8,GY,CXM,CV_4,271,0,100,0,0.730458221,0,1,0,0.84423676,0,0.730458221
6,400,150,0.8,GY,CET,CV_4,0,60,0,101,0,0.627329193,0,1,0,0.770992366,0.627329193
6,400,150,0.8,GY,GEN,CV_4,312,0,59,0,0.84097035,0,1,0,0.913616398,0,0.84097035
6,400,150,0.8,GY,TBM,CV_4,111,0,50,0,0.689440994,0,1,0,0.816176471,0,0.689440994
6,400,150,0.8,GY,TMP,CV_4,89,0,72,0,0.552795031,0,1,0,0.712,0,0.552795031
6,400,150,0.8,GY,CIP,CV_4,279,0,92,0,0.752021563,0,1,0,0.858461538,0,0.752021563
6,400,150,0.8,GS,CTZ,CV_1,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
6,400,150,0.8,GS,CTX,CV_1,295,0,76,0,0.795148248,0,1,0,0.885885886,0,0.795148248
6,400,150,0.8,GS,AMP,CV_1,0,38,0,130,0,0.773809524,0,1,0,0.872483221,0.773809524
6,400,150,0.8,GS,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,GS,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GS,CXM,CV_1,289,0,98,0,0.746770026,0,1,0,0.855029586,0,0.746770026
6,400,150,0.8,GS,CET,CV_1,0,58,0,110,0,0.654761905,0,1,0,0.791366906,0.654761905
6,400,150,0.8,GS,GEN,CV_1,331,0,56,0,0.855297158,0,1,0,0.922005571,0,0.855297158
6,400,150,0.8,GS,TBM,CV_1,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GS,TMP,CV_1,101,0,67,0,0.601190476,0,1,0,0.750929368,0,0.601190476
6,400,150,0.8,GS,CIP,CV_1,302,0,85,0,0.780361757,0,1,0,0.876632801,0,0.780361757
6,400,150,0.8,GS,CTZ,CV_2,318,0,69,0,0.821705426,0,1,0,0.90212766,0,0.821705426
6,400,150,0.8,GS,CTX,CV_2,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,GS,AMP,CV_2,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
6,400,150,0.8,GS,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,GS,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,GS,CXM,CV_2,280,0,107,0,0.723514212,0,1,0,0.83958021,0,0.723514212
6,400,150,0.8,GS,CET,CV_2,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
6,400,150,0.8,GS,GEN,CV_2,325,0,62,0,0.839793282,0,1,0,0.912921348,0,0.839793282
6,400,150,0.8,GS,TBM,CV_2,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GS,TMP,CV_2,99,0,69,0,0.589285714,0,1,0,0.741573034,0,0.589285714
6,400,150,0.8,GS,CIP,CV_2,301,0,86,0,0.777777778,0,1,0,0.875,0,0.777777778
6,400,150,0.8,GS,CTZ,CV_3,306,0,81,0,0.790697674,0,1,0,0.883116883,0,0.790697674
6,400,150,0.8,GS,CTX,CV_3,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,GS,AMP,CV_3,0,45,0,123,0,0.732142857,0,1,0,0.845360825,0.732142857
6,400,150,0.8,GS,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,GS,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,GS,CXM,CV_3,269,0,118,0,0.695090439,0,1,0,0.820121951,0,0.695090439
6,400,150,0.8,GS,CET,CV_3,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
6,400,150,0.8,GS,GEN,CV_3,321,0,66,0,0.829457364,0,1,0,0.906779661,0,0.829457364
6,400,150,0.8,GS,TBM,CV_3,111,0,57,0,0.660714286,0,1,0,0.795698925,0,0.660714286
6,400,150,0.8,GS,TMP,CV_3,80,13,70,5,0.533333333,0.277777778,0.860215054,0.066666667,0.658436214,0.107526882,0.505952381
6,400,150,0.8,GS,CIP,CV_3,286,0,101,0,0.739018088,0,1,0,0.849925706,0,0.739018088
6,400,150,0.8,GS,CTZ,CV_4,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
6,400,150,0.8,GS,CTX,CV_4,296,0,75,0,0.797843666,0,1,0,0.887556222,0,0.797843666
6,400,150,0.8,GS,AMP,CV_4,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
6,400,150,0.8,GS,AMX,CV_4,0,93,0,125,0,0.573394495,0,1,0,0.728862974,0.573394495
6,400,150,0.8,GS,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
6,400,150,0.8,GS,CXM,CV_4,285,0,102,0,0.736434109,0,1,0,0.848214286,0,0.736434109
6,400,150,0.8,GS,CET,CV_4,0,66,0,102,0,0.607142857,0,1,0,0.755555556,0.607142857
6,400,150,0.8,GS,GEN,CV_4,326,0,61,0,0.842377261,0,1,0,0.914446003,0,0.842377261
6,400,150,0.8,GS,TBM,CV_4,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,GS,TMP,CV_4,95,0,73,0,0.56547619,0,1,0,0.72243346,0,0.56547619
6,400,150,0.8,GS,CIP,CV_4,294,0,93,0,0.759689922,0,1,0,0.863436123,0,0.759689922
6,400,150,0.8,S,CTZ,CV_1,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
6,400,150,0.8,S,CTX,CV_1,295,0,76,0,0.795148248,0,1,0,0.885885886,0,0.795148248
6,400,150,0.8,S,AMP,CV_1,0,38,0,130,0,0.773809524,0,1,0,0.872483221,0.773809524
6,400,150,0.8,S,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,S,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,S,CXM,CV_1,289,0,98,0,0.746770026,0,1,0,0.855029586,0,0.746770026
6,400,150,0.8,S,CET,CV_1,0,58,0,110,0,0.654761905,0,1,0,0.791366906,0.654761905
6,400,150,0.8,S,GEN,CV_1,331,0,56,0,0.855297158,0,1,0,0.922005571,0,0.855297158
6,400,150,0.8,S,TBM,CV_1,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,S,TMP,CV_1,101,0,67,0,0.601190476,0,1,0,0.750929368,0,0.601190476
6,400,150,0.8,S,CIP,CV_1,302,0,85,0,0.780361757,0,1,0,0.876632801,0,0.780361757
6,400,150,0.8,S,CTZ,CV_2,318,0,69,0,0.821705426,0,1,0,0.90212766,0,0.821705426
6,400,150,0.8,S,CTX,CV_2,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,S,AMP,CV_2,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
6,400,150,0.8,S,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,S,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,S,CXM,CV_2,280,0,107,0,0.723514212,0,1,0,0.83958021,0,0.723514212
6,400,150,0.8,S,CET,CV_2,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
6,400,150,0.8,S,GEN,CV_2,325,0,62,0,0.839793282,0,1,0,0.912921348,0,0.839793282
6,400,150,0.8,S,TBM,CV_2,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,S,TMP,CV_2,99,0,69,0,0.589285714,0,1,0,0.741573034,0,0.589285714
6,400,150,0.8,S,CIP,CV_2,301,0,86,0,0.777777778,0,1,0,0.875,0,0.777777778
6,400,150,0.8,S,CTZ,CV_3,306,0,81,0,0.790697674,0,1,0,0.883116883,0,0.790697674
6,400,150,0.8,S,CTX,CV_3,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,S,AMP,CV_3,0,45,0,123,0,0.732142857,0,1,0,0.845360825,0.732142857
6,400,150,0.8,S,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,S,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,S,CXM,CV_3,269,0,118,0,0.695090439,0,1,0,0.820121951,0,0.695090439
6,400,150,0.8,S,CET,CV_3,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
6,400,150,0.8,S,GEN,CV_3,321,0,66,0,0.829457364,0,1,0,0.906779661,0,0.829457364
6,400,150,0.8,S,TBM,CV_3,111,0,57,0,0.660714286,0,1,0,0.795698925,0,0.660714286
6,400,150,0.8,S,TMP,CV_3,93,0,75,0,0.553571429,0,1,0,0.712643678,0,0.553571429
6,400,150,0.8,S,CIP,CV_3,286,0,101,0,0.739018088,0,1,0,0.849925706,0,0.739018088
6,400,150,0.8,S,CTZ,CV_4,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
6,400,150,0.8,S,CTX,CV_4,296,0,75,0,0.797843666,0,1,0,0.887556222,0,0.797843666
6,400,150,0.8,S,AMP,CV_4,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
6,400,150,0.8,S,AMX,CV_4,0,93,0,125,0,0.573394495,0,1,0,0.728862974,0.573394495
6,400,150,0.8,S,AMC,CV_4,226,0,110,0,0.672619048,0,1,0,0.804270463,0,0.672619048
6,400,150,0.8,S,CXM,CV_4,285,0,102,0,0.736434109,0,1,0,0.848214286,0,0.736434109
6,400,150,0.8,S,CET,CV_4,0,66,0,102,0,0.607142857,0,1,0,0.755555556,0.607142857
6,400,150,0.8,S,GEN,CV_4,326,0,61,0,0.842377261,0,1,0,0.914446003,0,0.842377261
6,400,150,0.8,S,TBM,CV_4,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,S,TMP,CV_4,95,0,73,0,0.56547619,0,1,0,0.72243346,0,0.56547619
6,400,150,0.8,S,CIP,CV_4,294,0,93,0,0.759689922,0,1,0,0.863436123,0,0.759689922
6,400,150,0.8,G,CTZ,CV_1,324,0,63,0,0.837209302,0,1,0,0.911392405,0,0.837209302
6,400,150,0.8,G,CTX,CV_1,295,0,76,0,0.795148248,0,1,0,0.885885886,0,0.795148248
6,400,150,0.8,G,AMP,CV_1,0,38,0,130,0,0.773809524,0,1,0,0.872483221,0.773809524
6,400,150,0.8,G,AMX,CV_1,0,80,0,138,0,0.633027523,0,1,0,0.775280899,0.633027523
6,400,150,0.8,G,AMC,CV_1,232,0,104,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,G,CXM,CV_1,289,0,98,0,0.746770026,0,1,0,0.855029586,0,0.746770026
6,400,150,0.8,G,CET,CV_1,0,58,0,110,0,0.654761905,0,1,0,0.791366906,0.654761905
6,400,150,0.8,G,GEN,CV_1,331,0,56,0,0.855297158,0,1,0,0.922005571,0,0.855297158
6,400,150,0.8,G,TBM,CV_1,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,G,TMP,CV_1,101,0,67,0,0.601190476,0,1,0,0.750929368,0,0.601190476
6,400,150,0.8,G,CIP,CV_1,302,0,85,0,0.780361757,0,1,0,0.876632801,0,0.780361757
6,400,150,0.8,G,CTZ,CV_2,318,0,69,0,0.821705426,0,1,0,0.90212766,0,0.821705426
6,400,150,0.8,G,CTX,CV_2,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,G,AMP,CV_2,0,48,0,120,0,0.714285714,0,1,0,0.833333333,0.714285714
6,400,150,0.8,G,AMX,CV_2,0,81,0,137,0,0.628440367,0,1,0,0.771830986,0.628440367
6,400,150,0.8,G,AMC,CV_2,221,0,115,0,0.657738095,0,1,0,0.793536804,0,0.657738095
6,400,150,0.8,G,CXM,CV_2,280,0,107,0,0.723514212,0,1,0,0.83958021,0,0.723514212
6,400,150,0.8,G,CET,CV_2,0,71,0,97,0,0.577380952,0,1,0,0.732075472,0.577380952
6,400,150,0.8,G,GEN,CV_2,325,0,62,0,0.839793282,0,1,0,0.912921348,0,0.839793282
6,400,150,0.8,G,TBM,CV_2,116,0,52,0,0.69047619,0,1,0,0.816901408,0,0.69047619
6,400,150,0.8,G,TMP,CV_2,99,0,69,0,0.589285714,0,1,0,0.741573034,0,0.589285714
6,400,150,0.8,G,CIP,CV_2,301,0,86,0,0.777777778,0,1,0,0.875,0,0.777777778
6,400,150,0.8,G,CTZ,CV_3,306,0,81,0,0.790697674,0,1,0,0.883116883,0,0.790697674
6,400,150,0.8,G,CTX,CV_3,290,0,81,0,0.781671159,0,1,0,0.877458396,0,0.781671159
6,400,150,0.8,G,AMP,CV_3,0,45,0,123,0,0.732142857,0,1,0,0.845360825,0.732142857
6,400,150,0.8,G,AMX,CV_3,0,88,0,130,0,0.596330275,0,1,0,0.747126437,0.596330275
6,400,150,0.8,G,AMC,CV_3,234,0,102,0,0.696428571,0,1,0,0.821052632,0,0.696428571
6,400,150,0.8,G,CXM,CV_3,269,0,118,0,0.695090439,0,1,0,0.820121951,0,0.695090439
